x;y_camber
0;0.000104957
9.9092E-06;0.000111461
3.96363E-05;0.000130698
8.91802E-05;0.000162258
0.000158539;0.000205729
0.00024771;0.000260699
0.000356689;0.000326757
0.000485472;0.000403489
0.000634055;0.000490482
0.000802431;0.000587324
0.000990593;0.000693601
0.001198534;0.0008089
0.001426247;0.000932808
0.001673721;0.00106491
0.001940946;0.001204794
0.002227914;0.001352045
0.002534611;0.001506249
0.002861027;0.001666994
0.003207147;0.001833867
0.003572958;0.002006453
0.003958447;0.00218434
0.004363596;0.002367115
0.004788391;0.002554366
0.005232815;0.00274568
0.005696849;0.002940646
0.006180476;0.003138853
0.006683676;0.00333989
0.00720643;0.003543345
0.007748717;0.003748811
0.008310514;0.003955876
0.008891801;0.004164133
0.009492554;0.004373174
0.010112748;0.004582624
0.01075236;0.004792358
0.011411365;0.005002354
0.012089735;0.005212593
0.012787444;0.005423056
0.013504465;0.005633723
0.014240769;0.005844575
0.014996327;0.006055592
0.015771109;0.006266755
0.016565084;0.006478045
0.017378221;0.006689441
0.018210487;0.006900925
0.01906185;0.007112478
0.019932275;0.007324081
0.020821729;0.007535713
0.021730176;0.007747356
0.02265758;0.007958991
0.023603904;0.008170599
0.024569111;0.008382161
0.025553163;0.008593658
0.02655602;0.00880507
0.027577642;0.009016379
0.02861799;0.009227567
0.029677022;0.009438614
0.030754696;0.009649502
0.03185097;0.009860212
0.032965799;0.010070726
0.03409914;0.010281024
0.035250948;0.010491089
0.036421176;0.010700902
0.03760978;0.010910445
0.038816711;0.0111197
0.040041922;0.011328647
0.041285364;0.011537269
0.042546988;0.011745547
0.043826744;0.011953463
0.045124581;0.012160998
0.046440448;0.012368135
0.047774292;0.012574854
0.049126062;0.012781138
0.050495702;0.012986969
0.051883159;0.013192329
0.053288378;0.0133972
0.054711303;0.013601564
0.056151878;0.013805404
0.057610046;0.014008702
0.059085748;0.014211441
0.060578927;0.014413604
0.062089523;0.014615172
0.063617477;0.014816129
0.065162727;0.015016458
0.066725213;0.015216142
0.068304872;0.015415164
0.069901642;0.015613507
0.07151546;0.015811154
0.073146261;0.016008089
0.074793982;0.016204295
0.076458556;0.016399757
0.078139918;0.016594457
0.079838002;0.01678838
0.081552739;0.016981509
0.083284062;0.017173829
0.085031902;0.017365324
0.08679619;0.017555978
0.088576856;0.017745775
0.09037383;0.017934701
0.09218704;0.018122739
0.094016414;0.018309875
0.09586188;0.018496093
0.097723365;0.018681378
0.099600794;0.018865716
0.101494094;0.019049092
0.10340319;0.019231491
0.105328005;0.019412899
0.107268464;0.019593301
0.10922449;0.019772684
0.111196004;0.019951032
0.113182929;0.020128333
0.115185187;0.020304571
0.117202697;0.020479735
0.11923538;0.020653809
0.121283155;0.020826781
0.123345942;0.020998637
0.125423658;0.021169364
0.12751622;0.02133895
0.129623547;0.02150738
0.131745554;0.021674643
0.133882158;0.021840726
0.136033273;0.022005617
0.138198815;0.022169303
0.140378697;0.022331771
0.142572833;0.022493011
0.144781137;0.02265301
0.14700352;0.022811756
0.149239895;0.022969238
0.151490173;0.023125442
0.153754265;0.023280355
0.156032081;0.023433965
0.15832353;0.023586259
0.160628523;0.023737224
0.162946967;0.023886849
0.165278771;0.024035121
0.167623841;0.024182028
0.169982087;0.024327559
0.172353413;0.024471702
0.174737725;0.024614446
0.177134931;0.024755778
0.179544933;0.024895689
0.181967637;0.025034167
0.184402947;0.025171202
0.186850766;0.025306783
0.189310998;0.025440899
0.191783544;0.025573541
0.194268306;0.025704698
0.196765187;0.025834361
0.199274087;0.02596252
0.201794907;0.026089165
0.204327547;0.026214287
0.206871906;0.026337877
0.209427884;0.026459926
0.211995379;0.026580425
0.21457429;0.026699366
0.217164514;0.02681674
0.219765949;0.026932539
0.222378491;0.027046756
0.225002037;0.027159381
0.227636483;0.027270408
0.230281725;0.027379828
0.232937658;0.027487636
0.235604176;0.027593822
0.238281174;0.027698382
0.240968545;0.027801307
0.243666184;0.027902591
0.246373982;0.028002229
0.249091834;0.028100213
0.251819631;0.028196538
0.254557265;0.028291197
0.257304627;0.028384186
0.260061609;0.028475499
0.262828102;0.028565131
0.265603995;0.028653075
0.268389179;0.028739329
0.271183543;0.028823887
0.273986977;0.028906744
0.276799369;0.028987896
0.279620608;0.029067339
0.282450582;0.029145069
0.285289179;0.029221083
0.288136286;0.029295376
0.290991791;0.029367946
0.293855581;0.02943879
0.296727541;0.029507903
0.299607558;0.029575284
0.302495519;0.02964093
0.305391307;0.029704839
0.308294809;0.029767007
0.31120591;0.029827434
0.314124494;0.029886118
0.317050446;0.029943056
0.319983649;0.029998247
0.322923987;0.030051691
0.325871344;0.030103385
0.328825603;0.030153329
0.331786647;0.030201523
0.334754358;0.030247965
0.337728618;0.030292655
0.340709311;0.030335594
0.343696318;0.030376781
0.346689519;0.030416217
0.349688798;0.030453901
0.352694034;0.030489835
0.35570511;0.03052402
0.358721904;0.030556455
0.361744298;0.030587143
0.364772173;0.030616084
0.367805407;0.030643281
0.370843881;0.030668734
0.373887474;0.030692447
0.376936066;0.03071442
0.379989536;0.030734656
0.383047763;0.030753158
0.386110625;0.030769928
0.389178001;0.030784968
0.392249771;0.030798283
0.395325811;0.030809875
0.398405999;0.030819747
0.401490215;0.030827902
0.404578335;0.030834346
0.407670238;0.03083908
0.4107658;0.030842111
0.413864899;0.03084344
0.416967413;0.030843074
0.420073217;0.030841016
0.423182189;0.030837272
0.426294206;0.030831846
0.429409145;0.030824743
0.432526882;0.030815968
0.435647293;0.030805528
0.438770255;0.030793427
0.441895643;0.030779671
0.445023335;0.030764267
0.448153206;0.030747219
0.451285132;0.030728536
0.454418989;0.030708222
0.457554652;0.030686285
0.460691998;0.030662731
0.463830902;0.030637567
0.46697124;0.0306108
0.470112886;0.030582439
0.473255718;0.030552488
0.476399609;0.030520958
0.479544436;0.030487854
0.482690073;0.030453186
0.485836397;0.03041696
0.488983282;0.030379186
0.492130604;0.030339871
0.495278238;0.030299025
0.498426058;0.030256655
0.501573942;0.03021277
0.504721763;0.030167384
0.507869396;0.03012051
0.511016718;0.030072164
0.514163603;0.030022362
0.517309927;0.029971119
0.520455564;0.02991845
0.523600391;0.029864372
0.526744283;0.029808898
0.529887114;0.029752046
0.533028761;0.02969383
0.536169098;0.029634267
0.539308002;0.02957337
0.542445348;0.029511157
0.545581011;0.029447643
0.548714868;0.029382843
0.551846794;0.029316774
0.554976665;0.02924945
0.558104357;0.029180887
0.561229746;0.029111101
0.564352707;0.029040108
0.567473118;0.028967924
0.570590855;0.028894564
0.573705794;0.028820043
0.576817811;0.028744379
0.579926783;0.028667585
0.583032588;0.028589679
0.586135101;0.028510676
0.5892342;0.028430591
0.592329762;0.028349441
0.595421665;0.028267241
0.598509785;0.028184007
0.601594001;0.028099755
0.60467419;0.028014501
0.60775023;0.02792826
0.610821999;0.027841048
0.613889375;0.027752881
0.616952237;0.027663774
0.620010464;0.027573744
0.623063934;0.027482807
0.626112526;0.027390977
0.629156119;0.027298272
0.632194593;0.027204706
0.635227828;0.027110295
0.638255702;0.027015055
0.641278096;0.026919003
0.644294891;0.026822152
0.647305966;0.026724521
0.650311202;0.026626123
0.653310481;0.026526975
0.656303682;0.026427092
0.659290689;0.026326491
0.662271382;0.026225186
0.665245643;0.026123194
0.668213354;0.02602053
0.671174397;0.025917209
0.674128656;0.025813248
0.677076013;0.025708661
0.680016351;0.025603466
0.682949554;0.025497676
0.685875506;0.025391307
0.68879409;0.025284376
0.691705191;0.025176897
0.694608693;0.025068872
0.697504482;0.024960264
0.700392442;0.024851033
0.703272459;0.024741137
0.706144419;0.02463054
0.709008209;0.024519204
0.711863714;0.024407094
0.714710821;0.024294178
0.717549418;0.024180422
0.720379392;0.024065796
0.723200631;0.023950273
0.726013023;0.023833823
0.728816457;0.023716423
0.731610821;0.023598046
0.734396005;0.02347867
0.737171898;0.023358274
0.739938391;0.023236838
0.742695373;0.023114343
0.745442735;0.022990771
0.748180369;0.022866107
0.750908166;0.022740337
0.753626018;0.022613446
0.756333817;0.022485424
0.759031455;0.022356259
0.761718827;0.022225943
0.764395824;0.022094468
0.767062342;0.021961826
0.769718275;0.021828013
0.772363517;0.021693024
0.774997963;0.021556855
0.777621509;0.021419507
0.780234051;0.021280976
0.782835486;0.021141265
0.78542571;0.021000374
0.788004621;0.020858307
0.790572116;0.020715068
0.793128094;0.02057066
0.795672453;0.020425091
0.798205093;0.020278368
0.800725913;0.020130497
0.803234813;0.01998149
0.805731694;0.019831355
0.808216456;0.019680105
0.810689002;0.01952775
0.813149234;0.019374305
0.815597053;0.019219782
0.818032363;0.019064198
0.820455067;0.018907567
0.82286507;0.018749907
0.825262275;0.018591234
0.827646588;0.018431568
0.830017913;0.018270928
0.832376159;0.018109333
0.83472123;0.017946804
0.837053033;0.017783363
0.839371477;0.017619033
0.84167647;0.017453835
0.843967919;0.017287795
0.846245735;0.017120937
0.848509827;0.016953285
0.850760105;0.016784866
0.85299648;0.016615707
0.855218863;0.016445832
0.857427167;0.016275258
0.859621303;0.016103997
0.861801185;0.015932061
0.863966727;0.015759465
0.866117842;0.015586223
0.868254446;0.015412353
0.870376453;0.015237874
0.87248378;0.015062803
0.874576343;0.014887162
0.876654058;0.014710972
0.878716845;0.014534257
0.88076462;0.014357039
0.882797303;0.014179343
0.884814813;0.014001197
0.886817071;0.013822626
0.888803996;0.013643659
0.890775511;0.013464325
0.892731536;0.013284652
0.894671995;0.013104673
0.89659681;0.012924419
0.898505906;0.012743921
0.900399206;0.012563214
0.902276635;0.012382331
0.90413812;0.012201307
0.905983586;0.012020178
0.90781296;0.011838978
0.90962617;0.011657746
0.911423144;0.011476519
0.91320381;0.011295335
0.914968098;0.011114232
0.916715938;0.010933249
0.918447261;0.010752426
0.920161998;0.010571804
0.921860082;0.010391422
0.923541444;0.010211322
0.925206018;0.010031546
0.926853739;0.009852134
0.92848454;0.00967313
0.930098358;0.009494576
0.931695128;0.009316515
0.933274788;0.009138989
0.934837273;0.008962043
0.936382523;0.008785719
0.937910477;0.008610062
0.939421073;0.008435115
0.940914252;0.008260923
0.942389954;0.008087529
0.943848122;0.007914979
0.945288697;0.007743316
0.946711622;0.007572586
0.948116841;0.007402832
0.949504298;0.007234099
0.950873939;0.007066431
0.952225708;0.006899874
0.953559552;0.006734471
0.954875419;0.006570266
0.956173256;0.006407304
0.957453012;0.00624563
0.958714636;0.006085286
0.959958078;0.005926316
0.961183289;0.005768765
0.96239022;0.005612675
0.963578824;0.005458089
0.964749053;0.005305051
0.96590086;0.005153603
0.967034201;0.005003786
0.96814903;0.004855644
0.969245304;0.004709218
0.970322978;0.004564548
0.97138201;0.004421676
0.972422358;0.004280642
0.97344398;0.004141487
0.974446837;0.004004249
0.975430889;0.003868969
0.976396096;0.003735684
0.97734242;0.003604434
0.978269824;0.003475255
0.979178271;0.003348185
0.980067725;0.003223261
0.98093815;0.003100519
0.981789513;0.002979995
0.98262178;0.002861723
0.983434916;0.002745738
0.984228891;0.002632073
0.985003673;0.002520763
0.985759231;0.002411838
0.986495535;0.002305333
0.987212556;0.002201277
0.987910265;0.002099701
0.988588636;0.002000635
0.98924764;0.001904108
0.989887252;0.001810149
0.990507447;0.001718786
0.991108199;0.001630045
0.991689486;0.001543953
0.992251283;0.001460535
0.99279357;0.001379816
0.993316324;0.001301819
0.993819524;0.001226569
0.994303151;0.001154088
0.994767185;0.001084396
0.995211609;0.001017516
0.995636404;0.000953466
0.996041554;0.000892266
0.996427042;0.000833934
0.996792853;0.000778487
0.997138973;0.000725943
0.997465389;0.000676317
0.997772086;0.000629623
0.998059054;0.000585876
0.99832628;0.000545089
0.998573754;0.000507273
0.998801466;0.000472441
0.999009407;0.000440603
0.999197569;0.000411768
0.999365945;0.000385945
0.999514528;0.000363142
0.999643311;0.000343365
0.99975229;0.000326621
0.999841461;0.000312914
0.99991082;0.000302249
0.999960364;0.000294629
0.999990091;0.000290056
1;0.000255511
